Plastic type,Replacement %,Particle size (mm),w/c ratio,Additive type,Additive %,Curing temperature (°C),Curing duration (days),Compressive strength (MPa),Flexural strength (MPa),Split tensile strength (MPa),Density (kg/m³),Water absorption (%),Thermal conductivity (W/m·K),Durability index
PVC,3.6,2.55,0.477,none,0.0,61.8,56.3,38.37,4.47,2.88,2311.8,3.31,1.278,52.3
PVC,19.92,4.42,0.518,silica fume,17.9,46.5,89.9,16.26,2.44,1.22,2231.2,3.55,0.848,33.2
PVC,13.8,1.28,0.384,silica fume,14.7,24.1,7.0,6.69,1.5,0.59,2287.7,2.21,1.043,31.6
PVC,11.37,6.83,0.35,GGBS,19.4,74.4,14.1,18.35,2.66,1.88,2304.1,2.55,1.08,45.1
PVC,11.21,4.88,0.438,fly ash,22.6,24.0,55.8,26.6,3.17,2.26,2285.5,3.06,1.022,47.8
PVC,1.0,0.57,0.356,none,0.0,44.6,55.6,45.41,5.03,4.36,2357.9,1.95,1.284,60.8
PVC,26.04,7.36,0.518,silica fume,12.8,35.4,13.6,7.46,1.51,0.65,2168.7,3.76,0.778,35.5
PVC,5.98,1.2,0.374,fly ash,20.0,26.8,7.3,13.61,2.48,1.38,2339.5,2.56,1.129,35.8
PVC,33.87,4.78,0.432,GGBS,20.1,27.1,7.2,5.0,1.3,0.51,2168.2,3.57,0.619,21.7
PVC,18.29,4.13,0.646,none,0.0,39.4,55.9,10.74,2.21,1.15,2247.3,5.69,0.887,19.4
PVC,26.6,5.14,0.421,none,0.0,32.2,28.4,10.29,2.23,1.06,2167.3,3.68,0.719,29.2
PVC,9.3,0.91,0.443,fly ash,16.3,18.8,89.9,39.41,4.31,3.82,2298.0,3.26,1.062,56.7
PVC,20.12,3.37,0.6,silica fume,6.2,28.0,7.1,5.32,1.24,0.42,2242.3,4.41,0.919,18.7
PVC,11.15,3.25,0.416,silica fume,14.5,25.5,28.2,21.54,3.41,1.77,2269.7,2.26,1.14,47.9
PVC,11.75,2.88,0.537,fly ash,25.1,21.5,3.0,5.0,1.29,0.55,2269.3,3.83,1.039,23.4
PVC,28.12,3.87,0.417,fly ash,28.9,19.3,27.8,10.71,2.11,1.18,2196.0,3.17,0.747,26.9
PVC,32.04,1.71,0.448,GGBS,21.2,76.4,14.5,8.16,1.76,0.63,2213.1,3.8,0.702,30.8
PVC,22.6,2.85,0.586,GGBS,15.7,25.4,3.0,5.0,1.34,0.4,2179.9,4.91,0.861,23.3
PVC,33.56,3.32,0.461,GGBS,17.3,25.4,28.1,10.71,2.17,0.92,2135.7,4.17,0.626,30.1
PVC,25.23,1.8,0.492,none,0.0,29.1,13.7,6.72,1.43,0.51,2185.9,4.59,0.789,19.8
PVC,20.49,3.08,0.378,GGBS,20.9,40.1,14.2,8.9,2.01,0.89,2253.8,2.73,0.874,37.8
PVC,19.5,4.34,0.403,fly ash,26.1,22.7,28.2,13.42,2.3,1.13,2233.3,3.12,0.929,32.1
PVC,14.41,0.81,0.399,fly ash,23.1,23.5,89.8,22.94,2.81,1.8,2192.6,3.47,0.923,43.0
PVC,35.7,0.58,0.502,none,0.0,29.6,7.0,5.17,1.33,0.53,2143.5,5.27,0.525,19.5
PVC,29.52,8.75,0.549,GGBS,21.6,49.8,7.4,5.25,1.16,0.57,2213.8,4.04,0.755,29.8
PVC,37.48,1.88,0.508,none,0.0,29.2,3.1,5.31,1.36,0.54,2121.9,5.46,0.539,10.0
PVC,37.77,1.18,0.524,fly ash,24.9,43.3,55.6,13.86,2.1,1.16,2173.5,5.4,0.497,22.8
PVC,9.37,4.87,0.386,fly ash,26.5,38.6,28.3,26.25,3.85,2.16,2338.6,2.83,1.128,46.0
PVC,24.87,0.79,0.463,fly ash,23.4,25.1,13.6,7.48,1.55,0.75,2226.8,3.75,0.835,23.7
PVC,36.41,0.51,0.525,fly ash,24.8,40.2,90.0,16.38,2.89,1.55,2105.4,4.74,0.517,29.9
PVC,10.76,2.02,0.469,silica fume,6.2,20.1,14.2,14.63,2.46,1.42,2285.0,3.5,1.042,38.1
PVC,33.49,6.7,0.358,silica fume,10.3,24.5,55.6,18.73,3.11,1.63,2203.0,2.43,0.584,42.3
PVC,12.29,3.91,0.417,fly ash,29.0,27.0,28.3,18.05,2.75,1.75,2275.7,2.51,0.996,44.1
PVC,36.63,1.65,0.515,GGBS,21.9,29.8,6.9,5.42,1.39,0.43,2118.7,4.43,0.499,21.5
PVC,13.32,2.31,0.402,fly ash,29.4,21.2,27.8,15.94,2.28,1.69,2304.1,3.07,0.946,39.9
PVC,22.42,8.39,0.422,fly ash,11.8,23.6,6.9,5.24,1.35,0.48,2250.1,3.55,0.886,26.4
PVC,32.52,0.84,0.385,none,0.0,44.3,55.9,16.16,2.63,1.59,2166.8,3.32,0.645,31.3
PVC,11.06,1.44,0.562,fly ash,18.2,76.9,90.0,35.33,4.15,3.36,2266.7,4.02,1.011,43.5
PVC,3.61,1.99,0.404,GGBS,12.4,47.7,13.9,24.48,3.35,1.99,2326.0,2.32,1.216,46.9
PVC,5.46,7.64,0.562,none,0.0,71.7,90.0,41.48,4.4,3.39,2306.0,3.81,1.213,48.5
PVC,36.26,1.34,0.562,GGBS,12.8,18.2,3.0,5.0,1.39,0.41,2163.6,4.81,0.575,21.8
PVC,17.23,0.8,0.432,GGBS,28.8,67.1,55.9,17.69,2.61,1.91,2290.3,3.13,0.966,40.8
PVC,28.5,8.57,0.495,GGBS,10.5,30.1,28.2,9.01,2.13,0.72,2147.7,3.96,0.761,24.5
PVC,14.87,2.72,0.505,fly ash,17.9,19.3,55.6,14.91,2.39,1.59,2256.6,3.82,0.978,33.3
PVC,17.48,0.62,0.523,silica fume,18.8,27.0,28.1,9.24,1.98,0.73,2247.1,3.26,1.019,32.5
PVC,25.75,0.6,0.492,fly ash,16.7,39.1,13.8,6.43,1.62,0.49,2213.2,3.86,0.705,23.5
PVC,16.71,4.03,0.492,none,0.0,47.1,90.0,17.0,2.46,1.32,2297.8,4.14,0.959,28.9
PVC,29.59,2.4,0.547,silica fume,11.6,19.2,90.0,15.84,2.79,1.56,2152.1,4.1,0.72,39.3
PVC,1.64,8.99,0.488,fly ash,16.8,24.2,13.8,18.32,3.08,1.97,2332.7,3.57,1.245,42.0
PVC,5.42,2.59,0.432,silica fume,18.6,18.3,14.0,20.28,3.1,1.58,2379.0,2.32,1.191,46.4
PVC,25.77,0.56,0.603,none,0.0,21.9,56.2,11.45,2.05,0.9,2185.8,5.58,0.767,26.0
PVC,33.44,1.05,0.472,silica fume,18.4,18.3,14.0,7.45,1.55,0.61,2117.8,3.46,0.663,31.0
PVC,4.53,9.13,0.367,GGBS,15.1,21.1,13.9,19.4,3.11,2.05,2349.1,2.23,1.183,44.7
PVC,5.85,3.98,0.498,none,0.0,26.0,27.7,23.76,3.33,2.51,2328.2,3.28,1.197,37.5
PVC,36.77,7.31,0.478,silica fume,12.8,62.7,6.8,5.13,1.34,0.51,2156.7,3.64,0.605,27.4
PVC,33.64,11.37,0.445,none,0.0,21.7,89.7,16.83,3.07,1.29,2219.7,4.45,0.627,25.0
PVC,14.82,2.3,0.492,none,0.0,41.0,28.4,10.94,1.96,0.85,2292.2,3.82,0.95,25.8
PVC,32.51,2.15,0.415,none,0.0,67.9,90.0,20.55,3.19,1.79,2144.0,3.75,0.59,34.2
PVC,15.33,0.96,0.531,none,0.0,21.8,3.2,5.0,1.26,0.53,2227.2,4.33,0.944,15.3
PVC,30.67,5.51,0.63,silica fume,7.3,25.4,3.3,5.0,1.56,0.42,2179.8,4.48,0.788,17.3
PVC,21.01,2.38,0.381,none,0.0,27.1,27.5,12.07,1.92,1.09,2246.9,3.16,0.902,28.6
PVC,18.36,1.22,0.459,silica fume,19.6,23.1,28.3,11.65,2.15,0.98,2226.7,3.12,0.903,37.6
PVC,36.31,4.99,0.439,none,0.0,18.2,28.5,10.29,1.96,0.82,2099.4,4.38,0.587,26.7
PVC,7.12,6.97,0.501,GGBS,12.5,47.0,7.2,10.99,2.24,0.96,2327.7,3.31,1.108,32.1
PVC,32.83,3.02,0.464,GGBS,29.7,48.7,28.0,11.38,2.38,1.02,2168.7,3.83,0.674,30.5
PVC,27.34,8.52,0.35,fly ash,17.6,20.7,28.5,12.59,2.45,1.05,2189.3,3.0,0.777,36.2
PVC,7.15,0.66,0.442,GGBS,27.6,26.2,28.5,27.4,3.89,2.25,2316.0,2.87,1.137,53.6
PVC,12.1,0.84,0.429,silica fume,5.8,30.2,55.9,23.92,3.51,2.17,2291.5,2.06,1.079,51.0
PVC,39.67,9.51,0.424,fly ash,13.4,19.3,14.4,7.76,1.62,0.67,2126.5,3.72,0.494,32.1
PVC,14.72,2.0,0.35,GGBS,22.9,18.9,3.4,5.04,1.29,0.54,2311.8,2.56,0.969,32.0
PVC,11.84,6.53,0.65,silica fume,8.5,33.0,14.3,11.51,1.79,1.02,2237.6,4.18,1.135,27.2
PVC,28.19,5.87,0.525,GGBS,16.8,20.1,56.1,12.54,2.36,1.31,2149.6,4.2,0.756,33.8
PVC,38.3,0.5,0.35,fly ash,10.4,27.0,28.2,10.76,2.2,0.85,2169.5,3.46,0.541,38.6
PVC,23.23,0.89,0.469,none,0.0,73.1,6.6,5.0,1.5,0.53,2193.6,3.94,0.952,21.4
PVC,22.44,0.71,0.643,none,0.0,28.3,6.7,5.0,1.36,0.51,2190.7,5.73,0.786,15.4
PVC,22.6,5.35,0.59,none,0.0,31.9,6.7,5.0,1.28,0.55,2198.9,4.99,0.844,17.7
PVC,7.16,10.16,0.384,fly ash,21.8,29.3,7.0,12.99,2.55,1.05,2357.4,2.49,1.156,39.8
PVC,37.49,1.56,0.482,fly ash,29.5,39.9,56.1,15.43,2.15,1.38,2087.1,4.7,0.474,30.7
PVC,24.07,0.65,0.51,none,0.0,28.6,89.8,15.09,2.63,1.32,2217.2,4.85,0.767,23.1
PVC,14.44,5.4,0.422,silica fume,9.1,23.7,89.6,20.56,3.15,1.7,2268.8,2.68,1.084,45.7
PVC,12.07,10.66,0.413,fly ash,22.2,21.9,13.9,13.04,2.39,1.38,2329.3,2.57,1.059,32.9
PVC,18.76,4.5,0.551,silica fume,9.2,57.4,56.4,13.64,2.33,1.41,2270.1,4.12,0.949,35.8
PVC,30.51,2.12,0.426,fly ash,14.4,23.6,56.2,14.01,2.35,1.31,2165.6,3.37,0.665,33.2
PVC,19.61,1.35,0.457,GGBS,18.0,31.6,27.9,11.01,2.08,0.92,2241.3,3.12,0.856,30.7
PVC,5.96,3.88,0.388,GGBS,21.5,18.5,27.6,30.0,3.57,2.37,2354.0,2.21,1.162,52.9
PVC,23.25,2.3,0.613,silica fume,14.3,22.6,27.8,7.9,1.89,0.8,2163.5,4.41,0.824,16.7
PVC,15.34,4.57,0.41,GGBS,19.1,38.8,6.9,5.03,1.3,0.4,2297.8,3.23,1.066,30.1
PVC,21.44,4.53,0.509,silica fume,7.5,61.4,6.8,5.33,1.24,0.43,2242.6,3.57,0.898,25.9
PVC,19.63,2.19,0.497,fly ash,18.0,45.5,13.5,7.22,1.66,0.59,2238.9,3.64,0.831,29.3
PVC,4.29,0.59,0.452,none,0.0,35.6,14.4,17.74,3.12,1.93,2359.4,3.26,1.255,40.7
PVC,2.04,5.04,0.474,none,0.0,38.3,55.9,41.42,3.99,4.45,2360.7,3.45,1.338,58.4
PVC,23.16,9.38,0.492,silica fume,14.0,22.3,55.6,14.53,2.46,1.26,2238.1,3.28,0.816,35.4
PVC,34.16,9.96,0.602,none,0.0,29.6,28.0,7.4,2.06,0.75,2158.8,5.54,0.641,18.5
PVC,22.78,0.51,0.481,none,0.0,64.5,3.3,5.0,1.41,0.55,2222.6,3.87,0.842,16.9
PVC,15.44,1.17,0.536,GGBS,16.7,28.2,6.9,5.09,1.27,0.48,2276.5,3.8,0.983,22.1
PVC,14.76,6.68,0.418,GGBS,19.0,75.1,14.1,9.0,2.04,0.72,2285.7,2.35,0.975,33.4
PVC,35.88,1.61,0.464,none,0.0,25.8,14.4,6.71,1.58,0.55,2183.7,4.44,0.663,19.9
PVC,13.78,4.75,0.493,silica fume,5.1,21.1,27.9,11.96,2.53,1.24,2267.8,3.21,1.101,38.1
PVC,37.6,5.13,0.392,silica fume,6.1,26.7,56.4,16.3,2.8,1.25,2190.0,3.38,0.565,39.3
PVC,11.04,8.19,0.405,fly ash,20.7,23.4,3.0,5.13,1.23,0.41,2315.2,2.79,1.119,31.4
PVC,14.64,10.98,0.521,none,0.0,30.3,55.7,13.43,2.27,1.26,2276.8,4.24,1.035,23.4
PVC,38.45,6.75,0.444,silica fume,8.2,20.8,6.5,5.21,1.28,0.53,2103.2,3.41,0.615,22.3
PVC,39.53,6.16,0.422,fly ash,29.3,30.7,3.3,5.0,1.26,0.45,2130.0,4.06,0.518,24.8
PVC,34.31,4.66,0.422,none,0.0,49.4,13.9,7.37,1.67,0.65,2191.1,3.99,0.6,23.6
PVC,17.88,2.54,0.516,none,0.0,27.1,28.1,8.63,2.19,0.67,2234.7,4.55,0.926,17.5
PVC,32.13,1.64,0.378,fly ash,16.4,23.5,14.0,8.65,1.87,0.69,2217.0,3.41,0.606,28.8
PVC,22.72,2.33,0.445,GGBS,17.6,24.7,3.0,5.0,1.29,0.49,2258.0,3.2,0.799,31.4
PVC,23.4,2.81,0.505,GGBS,12.3,18.8,28.3,9.56,1.98,0.96,2225.7,3.92,0.896,29.7
PVC,25.32,2.12,0.514,none,0.0,22.1,28.2,8.89,1.98,0.94,2231.1,4.67,0.819,19.3
PVC,6.17,1.69,0.457,silica fume,5.4,24.2,28.1,22.66,3.45,2.19,2317.7,2.19,1.263,53.3
PVC,37.66,9.12,0.569,silica fume,12.0,29.6,28.0,9.59,2.23,0.86,2167.5,4.06,0.48,24.1
PVC,38.92,1.92,0.48,fly ash,21.8,25.6,27.6,10.76,2.02,1.11,2154.8,4.77,0.528,27.1
PVC,6.22,0.63,0.455,GGBS,20.4,32.0,14.0,16.96,3.14,1.73,2304.7,2.46,1.237,44.9
PVC,28.19,1.72,0.53,none,0.0,29.0,7.3,5.0,1.41,0.39,2202.3,5.37,0.675,14.5
PVC,19.31,3.1,0.496,GGBS,25.2,49.1,90.0,19.56,3.06,1.57,2307.6,3.77,0.97,36.2
PVC,37.24,1.6,0.488,fly ash,21.4,19.7,27.5,10.84,1.89,1.1,2182.2,4.73,0.479,24.9
PVC,26.13,3.27,0.467,GGBS,16.1,65.7,28.3,11.78,2.17,0.95,2224.0,3.78,0.787,32.6
PVC,20.5,1.5,0.502,none,0.0,26.2,7.2,5.0,1.38,0.39,2209.2,4.13,0.959,19.4
PVC,16.88,7.99,0.473,none,0.0,26.1,7.1,5.04,1.39,0.43,2217.0,4.04,0.971,22.1
PVC,28.81,2.16,0.35,none,0.0,24.0,6.8,5.0,1.42,0.51,2153.2,2.91,0.725,31.9
PVC,11.36,0.72,0.399,silica fume,15.8,23.3,13.9,13.49,2.56,1.4,2273.1,2.16,1.056,38.1
PVC,28.67,3.98,0.378,none,0.0,27.7,28.5,11.78,2.05,1.27,2136.6,3.24,0.797,32.5
PVC,36.97,3.97,0.437,none,0.0,25.0,27.7,10.13,2.33,0.78,2119.0,4.73,0.567,24.2
PVC,23.72,11.73,0.482,none,0.0,18.5,28.1,9.2,2.01,0.8,2202.0,3.94,0.831,26.1
PVC,12.91,7.83,0.381,GGBS,15.5,19.7,3.4,5.08,1.29,0.43,2313.5,2.22,1.047,37.9
PVC,17.81,0.95,0.447,GGBS,11.7,29.1,28.4,12.12,2.14,1.33,2288.7,2.71,0.957,35.8
PVC,3.0,4.31,0.483,none,0.0,28.8,28.3,25.7,3.51,2.7,2305.8,3.71,1.216,42.3
PVC,12.9,10.42,0.475,none,0.0,20.5,3.5,5.0,1.26,0.49,2280.1,3.83,1.079,20.7
PVC,6.41,1.28,0.35,fly ash,23.9,27.3,27.8,31.14,4.07,2.47,2355.1,1.84,1.146,60.3
PVC,38.12,0.99,0.444,silica fume,9.2,19.3,90.0,17.79,2.82,1.6,2111.7,3.43,0.582,42.6
PVC,20.75,8.88,0.532,fly ash,23.3,23.0,7.1,5.58,1.21,0.48,2248.8,4.28,0.865,26.6
PVC,7.19,8.06,0.568,GGBS,17.3,32.3,28.4,23.3,3.17,2.38,2298.8,3.74,1.187,44.0
PVC,11.77,2.24,0.563,none,0.0,33.7,7.5,5.97,1.34,0.48,2276.1,4.62,1.063,17.2
PVC,31.41,3.94,0.65,silica fume,11.8,25.3,56.4,11.23,2.15,1.07,2159.7,4.99,0.662,25.5
PVC,0.84,0.59,0.512,none,0.0,30.2,28.4,28.91,3.74,2.2,2334.0,3.41,1.258,45.0
PVC,13.87,10.4,0.39,none,0.0,27.6,27.9,15.0,2.5,1.39,2232.1,2.96,1.004,40.2
PVC,9.53,2.71,0.397,none,0.0,47.3,28.2,25.96,3.29,2.01,2241.6,2.88,1.076,44.9
PVC,14.83,9.35,0.494,silica fume,13.0,19.6,27.9,10.0,2.11,0.86,2270.3,3.3,1.004,30.6
PVC,12.44,2.91,0.455,silica fume,10.0,26.4,14.0,11.91,2.18,0.97,2293.3,3.09,1.14,37.1
PVC,24.44,3.49,0.465,GGBS,17.3,60.7,55.9,16.11,2.71,1.31,2268.3,3.36,0.78,34.3
PVC,11.97,1.15,0.513,GGBS,19.7,46.3,89.6,28.19,3.73,2.31,2267.4,3.79,1.132,42.2
PVC,15.33,0.83,0.352,silica fume,19.3,36.6,28.1,14.53,2.51,1.44,2282.0,1.98,0.992,49.6
PVC,0.33,1.88,0.513,none,0.0,47.2,56.2,40.44,4.8,3.25,2375.8,3.51,1.296,49.2
PVC,8.09,8.47,0.507,none,0.0,28.7,28.4,19.35,3.23,1.89,2268.4,3.85,1.14,39.3
PVC,5.29,1.14,0.542,fly ash,24.9,45.3,56.1,32.76,4.65,3.54,2333.4,3.47,1.216,46.8
PVC,31.15,2.33,0.478,none,0.0,74.1,3.0,5.12,1.35,0.53,2161.4,4.86,0.624,18.6
PVC,34.06,6.91,0.489,silica fume,8.2,24.5,7.5,5.12,1.4,0.48,2126.0,3.22,0.668,24.0
PVC,29.64,11.59,0.513,silica fume,8.9,25.8,55.8,13.18,2.52,1.13,2179.5,3.66,0.731,39.7
PVC,21.69,1.31,0.35,GGBS,18.1,26.5,14.4,9.85,2.29,0.99,2232.1,2.53,0.873,34.5
PVC,26.61,0.89,0.481,silica fume,19.8,23.6,27.9,10.41,1.98,0.99,2191.6,3.24,0.723,30.5
PVC,18.68,2.11,0.405,silica fume,13.0,18.1,55.7,17.14,2.55,1.63,2255.4,2.21,0.963,48.6
PVC,5.3,1.84,0.502,silica fume,8.5,37.3,7.3,12.56,2.11,1.27,2335.3,3.13,1.214,32.3
PVC,36.87,11.57,0.385,silica fume,16.2,19.6,27.9,11.52,2.15,1.21,2137.6,2.81,0.627,40.1
PVC,33.61,1.3,0.527,silica fume,17.3,73.5,27.6,9.83,2.24,0.93,2162.5,3.73,0.712,30.0
PVC,0.22,9.22,0.474,GGBS,26.4,19.3,7.3,13.93,2.42,1.14,2355.8,2.62,1.359,45.2
PVC,1.39,11.77,0.578,fly ash,11.3,26.1,89.6,42.14,4.6,3.84,2322.5,3.53,1.201,59.9
PVC,14.4,7.64,0.485,silica fume,11.8,23.9,27.9,11.8,2.21,0.9,2221.6,3.36,1.086,30.8
PVC,36.62,8.27,0.544,fly ash,22.0,18.7,28.2,9.56,2.04,0.83,2108.1,4.39,0.569,25.7
PVC,15.78,0.87,0.388,silica fume,5.9,39.3,27.8,13.44,2.32,1.44,2242.6,2.8,1.002,36.5
PVC,18.13,9.74,0.423,silica fume,13.4,22.9,6.5,5.12,1.34,0.53,2251.5,2.33,0.963,35.4
PVC,38.27,7.19,0.56,none,0.0,21.9,56.0,11.91,2.09,0.92,2127.5,5.52,0.581,16.1
PVC,0.24,9.77,0.404,GGBS,21.4,21.0,90.0,55.07,4.86,5.57,2365.2,2.27,1.283,72.9
PVC,7.97,0.63,0.504,fly ash,24.4,55.6,3.0,5.89,1.43,0.59,2286.7,3.09,1.071,31.7
PVC,13.34,2.79,0.449,GGBS,19.7,35.7,28.0,13.53,2.51,1.39,2322.5,3.31,1.001,35.1
PVC,4.77,1.5,0.45,silica fume,7.6,49.6,27.5,30.75,4.05,3.06,2336.8,2.07,1.204,56.7
PVC,32.0,0.54,0.492,silica fume,16.1,22.7,56.4,12.19,2.03,1.25,2172.1,3.66,0.695,29.6
PVC,18.47,0.73,0.514,silica fume,15.4,40.8,6.6,5.0,1.42,0.52,2274.2,3.16,0.974,33.7
PVC,36.43,0.64,0.487,none,0.0,43.5,14.2,6.41,1.54,0.52,2136.7,4.91,0.536,19.1
PVC,7.68,1.87,0.486,silica fume,17.1,23.7,27.6,22.52,2.9,2.35,2277.0,2.7,1.218,45.4
PVC,6.39,0.5,0.49,none,0.0,50.3,6.5,9.67,2.19,1.01,2311.8,3.67,1.145,26.6
PVC,21.52,2.74,0.416,silica fume,7.4,26.2,28.4,12.11,2.12,1.31,2249.5,2.91,0.906,35.6
PVC,13.92,0.78,0.404,none,0.0,21.9,13.8,8.68,2.09,0.91,2279.3,3.26,1.031,25.9
PVC,7.74,0.61,0.461,none,0.0,22.9,7.1,9.75,1.95,0.79,2343.4,2.93,1.166,26.1
PVC,30.97,10.16,0.499,GGBS,16.1,35.9,14.0,7.0,1.63,0.65,2194.7,3.8,0.647,23.6
PVC,33.7,0.58,0.466,silica fume,7.1,38.1,90.0,18.42,2.67,1.77,2159.4,3.58,0.678,40.5
PVC,34.49,5.54,0.512,none,0.0,44.8,55.9,12.22,2.44,0.96,2150.2,4.98,0.55,21.1
PVC,1.98,0.67,0.463,fly ash,21.5,36.5,56.2,40.52,5.01,3.91,2346.2,2.54,1.213,59.5
PVC,20.41,1.23,0.443,GGBS,24.6,50.6,55.7,14.96,2.62,1.36,2257.0,3.41,0.964,35.5
PVC,8.4,5.85,0.524,fly ash,17.9,22.6,7.0,9.4,1.86,1.0,2312.6,3.68,1.16,31.3
PVC,23.29,9.56,0.505,GGBS,15.6,24.7,90.0,15.56,2.93,1.49,2231.6,3.67,0.825,35.1
PVC,15.44,0.64,0.497,none,0.0,24.1,55.9,14.25,2.22,1.47,2241.4,4.16,1.024,30.3
PVC,11.17,3.96,0.553,silica fume,5.7,24.9,55.6,21.88,2.84,1.82,2323.2,3.39,1.129,35.6
PVC,38.71,6.76,0.363,silica fume,6.1,21.7,27.9,11.87,2.43,1.27,2155.0,2.72,0.522,34.8
PVC,17.21,0.64,0.531,fly ash,22.4,39.1,7.4,5.11,1.44,0.52,2212.5,3.95,0.954,23.3
PVC,27.8,9.63,0.46,fly ash,26.7,22.0,14.5,7.34,1.49,0.64,2165.1,3.94,0.738,24.5
PVC,23.04,7.2,0.447,GGBS,21.5,27.4,28.1,10.82,1.94,0.93,2194.0,3.41,0.814,34.7
PVC,25.43,9.98,0.437,silica fume,6.0,34.1,56.2,16.25,2.37,1.48,2192.1,3.18,0.789,39.2
PVC,25.14,1.33,0.569,silica fume,13.5,29.8,90.0,14.91,2.28,1.15,2213.6,4.28,0.81,30.5
PVC,11.13,6.04,0.516,silica fume,15.5,80.0,56.2,26.85,3.53,2.11,2287.1,3.52,1.087,47.4
PVC,2.45,4.34,0.468,fly ash,19.0,24.5,28.4,29.07,3.94,2.8,2351.0,2.55,1.178,48.2
PVC,4.85,0.78,0.475,GGBS,28.5,20.4,27.6,27.5,3.1,2.38,2297.3,2.59,1.267,49.5
PVC,6.93,6.36,0.506,silica fume,12.6,25.0,3.1,5.45,1.48,0.46,2301.9,3.12,1.223,35.6
PVC,21.05,1.02,0.484,silica fume,12.1,26.5,13.7,7.14,1.75,0.64,2224.7,3.41,0.934,31.0
PVC,26.29,7.51,0.494,silica fume,19.4,28.7,28.2,10.84,2.22,1.04,2125.8,3.63,0.797,34.3
PVC,34.7,3.47,0.382,silica fume,6.7,43.3,27.8,12.15,2.35,1.26,2195.6,3.03,0.55,36.8
PVC,20.82,0.6,0.367,none,0.0,65.2,3.0,5.17,1.17,0.49,2251.8,3.43,0.957,27.2
PVC,11.4,1.18,0.411,none,0.0,36.7,13.8,12.85,2.12,1.35,2302.4,2.95,1.036,33.1
PVC,26.38,0.83,0.396,silica fume,6.8,27.4,27.6,12.39,2.12,1.32,2204.3,2.55,0.754,44.0
PVC,38.33,4.08,0.424,silica fume,14.0,25.0,90.0,18.18,2.74,2.0,2147.0,3.44,0.588,37.7
PVC,2.29,9.57,0.416,GGBS,12.0,76.7,7.2,14.81,2.33,1.16,2375.8,2.25,1.242,42.8
PVC,22.32,4.87,0.452,fly ash,18.5,22.3,6.7,5.37,1.36,0.49,2249.4,3.3,0.839,26.9
PVC,19.49,1.34,0.48,GGBS,25.6,77.0,90.0,17.71,2.61,1.66,2269.2,3.15,0.9,39.3
PVC,6.01,0.98,0.52,fly ash,21.2,34.5,14.3,17.27,2.72,1.79,2314.1,4.0,1.211,32.9
PVC,4.71,4.09,0.585,GGBS,18.4,71.5,6.7,11.04,2.2,1.18,2339.8,3.84,1.23,31.1
PVC,38.34,1.6,0.526,GGBS,23.7,30.2,27.7,9.67,1.91,1.03,2103.5,4.31,0.494,24.6
PVC,8.02,11.23,0.519,silica fume,17.0,29.5,7.2,10.94,1.92,0.84,2300.6,2.97,1.224,38.5
PVC,32.22,2.03,0.359,fly ash,15.4,44.6,28.0,11.43,2.32,0.92,2141.5,3.05,0.678,37.5
PVC,29.91,9.5,0.475,silica fume,5.0,21.7,27.7,9.53,2.17,0.97,2199.9,3.38,0.696,29.1
PVC,28.82,0.57,0.441,none,0.0,62.0,89.7,17.35,2.76,1.51,2214.5,4.16,0.673,34.8
PVC,20.69,0.51,0.61,fly ash,12.5,25.0,28.2,7.62,2.06,0.83,2219.0,4.63,0.859,25.5
PVC,10.86,1.12,0.52,none,0.0,29.9,90.0,28.43,4.05,2.19,2246.2,4.08,1.08,38.5
PVC,9.66,3.84,0.421,GGBS,11.4,25.7,13.7,16.18,2.43,1.23,2309.7,2.73,1.112,45.3
PVC,31.33,5.32,0.542,none,0.0,31.7,14.4,6.09,1.52,0.53,2172.7,5.58,0.66,13.8
PVC,0.37,1.48,0.445,silica fume,18.0,42.4,90.0,57.4,5.56,4.5,2341.8,2.19,1.374,75.6
PVC,17.24,1.21,0.48,silica fume,16.8,66.1,28.4,10.63,2.48,1.0,2238.3,3.54,1.015,35.4
PVC,22.76,0.8,0.519,GGBS,22.0,19.8,14.0,6.41,1.62,0.52,2209.2,3.82,0.831,26.2
PVC,9.62,5.73,0.516,none,0.0,30.4,28.4,18.17,3.28,1.85,2315.6,4.19,1.098,33.2
PVC,20.37,1.35,0.35,none,0.0,45.6,3.0,5.0,1.3,0.54,2228.6,2.55,0.873,29.7
PVC,24.53,1.95,0.543,none,0.0,46.9,27.9,9.78,1.98,0.8,2238.7,4.67,0.808,22.6
PVC,15.77,3.3,0.465,none,0.0,22.4,6.7,5.11,1.26,0.5,2256.3,3.96,0.915,19.0
PVC,35.7,0.67,0.428,GGBS,28.2,65.2,13.6,9.5,1.48,0.9,2156.1,3.84,0.52,31.5
PVC,15.93,0.72,0.408,none,0.0,20.1,14.0,6.63,1.5,0.54,2265.0,3.29,0.948,28.1
PVC,4.05,0.72,0.531,GGBS,23.7,29.3,13.8,18.73,3.2,1.53,2319.0,3.31,1.214,38.3
PVC,5.86,1.51,0.397,fly ash,25.8,19.6,55.8,43.89,4.72,4.22,2367.9,2.52,1.116,62.9
PVC,22.88,6.46,0.495,GGBS,22.2,37.2,28.2,10.78,1.88,1.07,2199.6,3.57,0.812,32.4
PVC,38.88,1.61,0.509,silica fume,17.0,45.0,56.0,13.68,2.36,1.32,2143.5,4.09,0.468,32.5
