plastic_type,plastic_type_enc,replacement_pct,particle_size_mm,wc_ratio,additive_type,additive_type_enc,additive_pct,curing_temp_c,curing_days,compressive_strength_mpa,flexural_strength_mpa,split_tensile_mpa,density_kgm3,water_absorption_pct,thermal_conductivity_wm,durability_index,score_paving_block_light,suitable_paving_block_light,score_paving_block_heavy,suitable_paving_block_heavy,score_floor_tile_indoor,suitable_floor_tile_indoor,score_floor_tile_outdoor,suitable_floor_tile_outdoor,score_hollow_concrete_block,suitable_hollow_concrete_block,score_lightweight_partition_block,suitable_lightweight_partition_block,score_structural_concrete,suitable_structural_concrete,score_nonstructural_concrete_fill,suitable_nonstructural_concrete_fill,score_plastic_sand_paver,suitable_plastic_sand_paver,score_wall_cladding_panel,suitable_wall_cladding_panel,score_thermal_insulation_panel,suitable_thermal_insulation_panel,score_kerb_stone,suitable_kerb_stone,primary_application
Mixed,5,5.9,12.3,0.63,fly_ash,1,7.6,56.1,87,22.98,3.4,2.37,2252.0,3.63,0.926,100.0,84.87,1,51.5,0,38.83,0,31.07,0,100.0,1,67.16,1,81.01,1,85.99,1,65.64,1,66.75,1,49.8,0,71.47,1,hollow_concrete_block
HDPE,1,0.5,15.5,0.54,fibres,3,11.9,55.2,13,15.29,2.15,1.59,2367.4,1.8,0.995,93.4,77.92,1,56.06,1,35.48,0,25.96,0,100.0,1,65.3,1,58.9,1,85.21,1,55.39,1,65.09,1,47.57,0,70.81,1,hollow_concrete_block
PP,4,36.4,17.6,0.4,fibres,3,7.6,38.1,71,15.3,2.84,1.25,1785.1,9.08,0.49,66.3,52.67,0,32.76,0,25.34,0,21.13,0,93.36,1,82.41,1,42.5,0,87.79,1,40.96,0,78.41,1,75.18,1,43.93,0,hollow_concrete_block
Mixed,5,35.5,11.9,0.57,none,0,0.0,26.6,76,12.02,2.12,1.2,1984.2,7.7,0.502,66.6,51.78,0,31.76,0,20.78,0,16.95,0,96.65,1,80.16,1,50.27,0,88.14,1,40.27,0,78.01,1,72.89,1,42.66,0,hollow_concrete_block
LDPE,2,32.6,5.7,0.41,fibres,3,21.0,20.4,24,11.59,1.56,1.1,1897.1,8.19,0.541,69.4,50.13,0,30.91,0,18.75,0,15.01,0,95.35,1,80.73,1,44.05,0,88.51,1,38.25,0,75.59,1,69.9,1,41.37,0,hollow_concrete_block
PVC,3,0.1,1.9,0.56,fibres,3,19.6,64.0,24,13.66,1.84,1.18,2337.5,2.42,1.004,100.0,75.53,1,49.45,0,29.28,0,21.73,0,100.0,1,65.39,1,59.37,1,85.4,1,53.21,0,65.06,1,47.46,0,68.69,1,hollow_concrete_block
HDPE,1,15.0,14.2,0.41,fly_ash,1,15.1,26.6,75,32.86,4.62,3.31,2122.4,4.68,0.831,92.5,87.09,1,56.13,1,50.11,0,41.08,0,100.0,1,69.89,1,96.75,1,86.96,1,75.0,1,69.31,1,53.3,0,77.7,1,hollow_concrete_block
HDPE,1,7.4,1.7,0.4,fly_ash,1,7.8,74.1,55,27.55,3.58,2.67,2249.4,3.81,0.822,94.7,89.64,1,54.38,0,43.5,0,34.91,0,100.0,1,69.0,1,88.1,1,86.0,1,71.73,1,68.95,1,53.09,0,75.9,1,hollow_concrete_block
PVC,3,25.1,12.7,0.61,fly_ash,1,2.4,25.1,18,7.47,0.5,0.58,2091.2,6.2,0.633,56.5,48.43,0,28.69,0,13.02,0,9.56,0,100.0,1,75.19,1,47.74,0,87.01,1,40.07,0,73.28,1,62.48,1,39.15,0,hollow_concrete_block
LDPE,2,2.6,1.1,0.42,fibres,3,20.2,26.0,10,13.79,2.06,1.72,2362.0,1.7,0.99,96.8,75.88,1,56.38,1,34.63,0,25.04,0,100.0,1,65.4,1,57.66,1,85.24,1,53.39,0,65.19,1,47.71,0,68.98,1,hollow_concrete_block
LDPE,2,30.1,0.6,0.52,none,0,0.0,25.8,69,13.49,1.77,1.37,1924.1,7.19,0.504,67.6,54.34,0,33.18,0,21.62,0,17.3,0,98.18,1,80.79,1,48.68,0,88.71,1,43.95,0,78.96,1,73.01,1,44.95,0,hollow_concrete_block
PET,0,15.0,10.6,0.64,silica_fume,2,28.0,48.4,46,21.08,3.13,2.28,2189.7,2.93,0.823,94.1,84.33,1,51.63,0,38.01,0,29.86,0,100.0,1,69.47,1,81.43,1,86.44,1,63.11,1,69.18,1,53.3,0,74.12,1,hollow_concrete_block
PP,4,17.2,7.7,0.62,silica_fume,2,24.5,76.5,88,28.89,3.98,2.93,2067.0,2.98,0.779,100.0,93.83,1,58.04,1,47.79,0,38.12,0,100.0,1,71.47,1,92.22,1,87.42,1,73.52,1,70.86,1,55.48,1,82.39,1,hollow_concrete_block
PVC,3,15.1,1.6,0.46,silica_fume,2,24.2,20.2,54,29.73,4.23,2.81,2227.7,2.8,0.76,95.3,96.14,1,59.98,1,49.83,0,39.76,0,100.0,1,70.5,1,93.44,1,86.16,1,74.64,1,70.63,1,55.56,1,85.97,1,hollow_concrete_block
Mixed,5,33.4,18.5,0.36,none,0,0.0,72.1,38,12.46,1.61,1.38,1920.6,8.65,0.572,57.8,49.41,0,30.41,0,19.57,0,15.72,0,94.27,1,79.14,1,44.2,0,87.24,1,38.19,0,73.33,1,67.37,1,40.73,0,hollow_concrete_block
Mixed,5,30.1,5.3,0.49,fibres,3,15.4,59.6,3,6.3,0.69,0.56,2033.8,7.29,0.567,59.4,44.38,0,26.71,0,11.68,0,8.8,0,97.86,1,78.18,1,42.43,0,79.7,1,34.01,0,70.68,1,67.16,1,35.84,0,hollow_concrete_block
Mixed,5,38.3,16.3,0.35,silica_fume,2,26.2,78.2,44,17.49,2.19,1.51,1844.7,4.2,0.453,76.0,70.01,1,40.98,0,29.31,0,23.01,0,100.0,1,81.68,1,51.83,0,89.52,1,58.32,1,86.88,1,78.82,1,58.19,1,hollow_concrete_block
Mixed,5,17.8,12.3,0.47,none,0,0.0,40.9,63,18.95,2.23,1.77,2113.7,4.8,0.776,85.9,71.76,1,43.33,0,30.08,0,23.81,0,100.0,1,71.11,1,76.02,1,87.03,1,60.27,1,70.71,1,55.39,1,60.08,1,hollow_concrete_block
Mixed,5,34.3,18.2,0.57,silica_fume,2,18.2,62.7,69,15.6,2.4,1.87,1978.3,6.34,0.44,80.0,60.92,1,37.19,0,25.81,0,20.9,0,100.0,1,80.22,1,59.25,1,88.2,1,50.24,0,84.77,1,79.66,1,50.64,0,hollow_concrete_block
PP,4,31.4,14.5,0.36,fibres,3,23.9,38.1,89,24.69,3.28,2.53,1878.8,7.81,0.463,89.5,69.64,1,44.2,0,36.3,0,29.87,0,96.34,1,81.29,1,69.73,1,89.16,1,56.82,1,81.16,1,77.48,1,59.7,1,hollow_concrete_block
PP,4,39.5,9.6,0.62,none,0,0.0,48.9,72,10.62,1.47,1.09,1793.5,9.58,0.325,57.4,44.84,0,27.71,0,17.08,0,13.75,0,92.4,1,82.3,1,32.42,0,86.77,1,33.65,0,85.25,1,86.15,1,36.91,0,hollow_concrete_block
HDPE,1,9.7,3.8,0.63,none,0,0.0,26.3,6,7.09,1.04,0.92,2179.3,3.34,0.758,69.6,63.97,1,35.58,0,17.67,0,12.78,0,100.0,1,70.94,1,52.57,0,83.79,1,44.45,0,69.53,1,55.84,1,51.66,0,hollow_concrete_block
HDPE,1,37.2,6.9,0.47,silica_fume,2,6.6,35.5,63,16.93,2.33,1.43,1818.3,6.95,0.386,64.6,58.26,1,35.51,0,26.59,0,21.54,0,98.98,1,82.0,1,46.09,0,89.8,1,49.43,0,88.24,1,86.0,1,48.57,0,hollow_concrete_block
Mixed,5,4.9,3.1,0.51,fibres,3,2.7,61.5,31,14.2,2.32,1.41,2291.3,2.77,0.965,91.8,75.91,1,46.81,0,29.63,0,22.65,0,100.0,1,66.27,1,62.11,1,85.71,1,53.93,0,65.89,1,48.6,0,67.98,1,hollow_concrete_block
PP,4,30.7,12.2,0.54,fibres,3,27.3,64.6,51,12.54,1.93,1.21,1922.7,7.39,0.54,75.1,53.6,0,32.93,0,20.97,0,16.93,0,97.55,1,80.5,1,48.92,0,88.72,1,41.98,0,76.55,1,69.85,1,44.34,0,hollow_concrete_block
Mixed,5,25.7,11.5,0.61,fly_ash,1,6.7,26.9,14,6.21,0.66,0.71,2068.1,7.09,0.552,58.9,44.84,0,26.91,0,11.62,0,8.71,0,98.51,1,78.5,1,44.6,0,78.81,1,34.61,0,71.28,1,68.15,1,36.16,0,hollow_concrete_block
PET,0,3.6,14.9,0.63,none,0,0.0,54.4,19,10.46,1.65,0.87,2319.3,2.77,0.872,84.3,71.13,1,43.03,0,24.21,0,17.95,0,100.0,1,67.54,1,51.96,0,85.52,1,48.95,0,67.55,1,51.15,0,63.01,1,hollow_concrete_block
LDPE,2,38.2,11.7,0.35,none,0,0.0,55.4,27,11.37,1.54,1.41,1798.0,9.22,0.316,59.0,46.48,0,28.69,0,18.11,0,14.58,0,93.08,1,82.25,1,34.08,0,87.38,1,35.41,0,85.54,1,86.12,1,38.34,0,hollow_concrete_block
PVC,3,39.2,6.7,0.46,fly_ash,1,15.6,56.1,31,11.55,1.53,0.76,1986.2,8.48,0.434,49.7,47.93,0,29.28,0,18.52,0,14.83,0,94.65,1,80.14,1,45.29,0,86.99,1,37.41,0,82.04,1,80.37,1,39.27,0,hollow_concrete_block
PET,0,15.8,11.0,0.49,fly_ash,1,24.5,37.8,31,16.41,2.63,1.8,2226.0,4.85,0.692,78.6,68.51,1,40.93,0,28.48,0,22.87,0,100.0,1,72.24,1,67.08,1,86.17,1,56.88,1,72.71,1,58.67,1,56.64,1,hollow_concrete_block
PVC,3,27.2,3.4,0.44,none,0,0.0,55.9,42,12.71,1.36,1.54,2154.6,6.88,0.7,67.0,55.56,1,33.86,0,19.99,0,15.69,0,99.22,1,72.61,1,63.03,1,86.71,1,44.08,0,69.39,1,58.57,1,45.66,0,hollow_concrete_block
PP,4,39.6,2.9,0.65,fibres,3,18.9,32.9,40,6.03,0.66,0.93,1754.4,9.42,0.378,53.0,38.08,0,23.23,0,10.51,0,8.04,0,92.69,1,82.8,1,23.64,0,77.7,1,27.86,0,80.75,1,86.4,1,30.85,0,hollow_concrete_block
Mixed,5,38.7,1.6,0.59,fly_ash,1,24.8,32.6,31,9.15,1.17,0.83,1900.2,9.6,0.452,43.2,41.93,0,25.62,0,14.85,0,11.8,0,92.36,1,81.05,1,33.48,0,85.61,1,31.64,0,79.96,1,78.62,1,34.11,0,hollow_concrete_block
Mixed,5,29.4,18.5,0.58,fibres,3,21.8,37.9,87,15.33,2.17,1.6,1952.9,7.58,0.563,79.2,57.7,1,35.72,0,24.27,0,19.69,0,96.99,1,79.17,1,56.78,1,88.43,1,45.07,0,74.9,1,67.87,1,48.03,0,hollow_concrete_block
HDPE,1,39.6,11.2,0.45,fibres,3,29.7,65.5,53,10.11,1.26,1.0,1856.2,9.22,0.364,70.4,46.61,0,28.99,0,16.15,0,12.85,0,93.08,1,81.55,1,38.92,0,86.75,1,33.73,0,85.17,1,85.77,1,38.4,0,hollow_concrete_block
PET,0,21.1,6.0,0.56,fly_ash,1,21.0,52.9,15,10.23,1.53,1.14,2181.6,5.79,0.765,65.1,54.96,0,32.79,0,18.66,0,14.63,0,100.0,1,70.76,1,56.49,1,86.5,1,45.88,0,69.51,1,55.54,1,44.81,0,hollow_concrete_block
HDPE,1,12.9,15.9,0.61,none,0,0.0,71.0,41,11.96,2.34,1.26,2145.6,4.98,0.91,78.4,61.42,1,36.48,0,23.16,0,18.55,0,100.0,1,68.29,1,64.72,1,86.78,1,50.95,0,67.53,1,50.7,0,50.42,0,hollow_concrete_block
PVC,3,26.2,11.8,0.48,fibres,3,8.7,28.7,30,11.05,1.5,1.25,2139.4,6.94,0.612,72.0,53.72,0,32.79,0,18.64,0,14.76,0,99.02,1,75.48,1,61.12,1,86.83,1,41.63,0,72.64,1,63.56,1,44.05,0,hollow_concrete_block
Mixed,5,7.8,13.2,0.46,none,0,0.0,60.7,21,13.06,2.14,1.25,2265.4,3.36,0.88,82.0,73.9,1,42.24,0,26.35,0,20.33,0,100.0,1,67.81,1,59.55,1,85.89,1,52.41,0,67.6,1,51.1,0,60.52,1,hollow_concrete_block
PVC,3,38.0,8.8,0.6,none,0,0.0,25.8,63,10.82,1.3,0.93,2052.6,9.23,0.311,53.6,46.96,0,28.98,0,16.96,0,13.51,0,93.06,1,79.49,1,49.82,0,84.87,1,34.65,0,84.06,1,84.74,1,38.41,0,hollow_concrete_block
HDPE,1,37.8,2.8,0.5,silica_fume,2,17.8,78.2,83,18.12,2.25,1.18,1820.5,5.21,0.436,68.6,65.15,1,38.84,0,28.86,0,22.97,0,100.0,1,81.97,1,49.25,0,89.77,1,59.16,1,88.42,1,81.03,1,54.3,0,hollow_concrete_block
Mixed,5,16.2,1.2,0.42,fibres,3,9.1,55.8,25,15.37,2.03,1.84,2189.8,5.23,0.741,86.0,65.83,1,39.96,0,25.54,0,20.24,0,100.0,1,71.26,1,69.83,1,86.44,1,55.49,1,71.33,1,56.52,1,54.82,0,hollow_concrete_block
Mixed,5,29.8,15.6,0.65,none,0,0.0,66.7,86,10.2,1.01,1.0,2045.1,7.28,0.544,66.2,50.51,0,30.77,0,16.39,0,12.69,0,97.89,1,79.07,1,51.48,0,87.6,1,39.24,0,75.83,1,68.9,1,41.35,0,hollow_concrete_block
PVC,3,11.0,13.2,0.46,none,0,0.0,27.0,18,13.85,2.23,1.54,2226.6,3.7,0.77,78.7,71.53,1,41.31,0,26.63,0,20.77,0,100.0,1,70.28,1,62.79,1,86.17,1,53.47,0,70.36,1,55.15,1,58.71,1,hollow_concrete_block
PVC,3,25.7,18.2,0.42,fibres,3,8.2,64.7,78,21.59,2.67,2.07,2091.2,6.41,0.638,84.3,69.88,1,43.23,0,32.43,0,26.25,0,100.0,1,75.03,1,78.4,1,87.21,1,57.91,1,72.76,1,62.18,1,58.76,1,hollow_concrete_block
HDPE,1,15.4,20.0,0.56,silica_fume,2,17.1,26.0,11,13.06,1.88,1.11,2139.1,3.2,0.694,79.6,72.91,1,41.97,0,26.09,0,19.86,0,100.0,1,72.91,1,66.4,1,86.83,1,52.41,0,73.03,1,58.93,1,60.77,1,hollow_concrete_block
Mixed,5,36.4,16.0,0.41,none,0,0.0,43.6,71,13.02,1.85,1.53,1922.8,8.57,0.436,68.2,51.54,0,31.94,0,20.76,0,16.81,0,94.45,1,80.8,1,47.96,0,87.39,1,39.14,0,82.13,1,80.45,1,42.66,0,hollow_concrete_block
PP,4,19.5,10.6,0.53,none,0,0.0,65.2,29,11.81,1.47,1.02,2006.1,5.57,0.703,72.8,57.38,1,34.27,0,20.27,0,15.8,0,100.0,1,73.91,1,53.07,0,87.95,1,49.26,0,72.76,1,59.11,1,47.18,0,hollow_concrete_block
Mixed,5,35.9,4.0,0.53,fly_ash,1,0.2,46.8,43,8.96,1.66,0.76,1935.4,8.25,0.5,49.5,44.4,0,26.92,0,16.34,0,13.21,0,95.2,1,80.67,1,37.3,0,87.99,1,34.57,0,77.72,1,73.33,1,36.14,0,hollow_concrete_block
PET,0,1.6,11.7,0.55,none,0,0.0,53.7,7,10.59,0.89,1.01,2347.7,2.08,0.923,86.2,71.51,1,48.26,0,25.64,0,17.82,0,100.0,1,66.48,1,50.63,0,85.33,1,49.12,0,66.42,1,49.52,0,64.64,1,hollow_concrete_block
PET,0,39.2,10.4,0.46,fly_ash,1,12.7,76.7,3,5.46,0.62,0.55,2048.9,9.52,0.47,41.4,37.98,0,23.07,0,9.81,0,7.48,0,92.51,1,79.52,1,37.49,0,70.78,1,26.89,0,71.06,1,75.83,1,30.34,0,hollow_concrete_block
HDPE,1,12.0,19.0,0.51,silica_fume,2,19.8,46.7,76,36.71,4.42,3.54,2168.8,1.76,0.762,97.1,96.07,1,74.28,1,62.91,1,48.86,0,100.0,1,70.94,1,98.55,1,86.6,1,75.0,1,70.83,1,55.72,1,95.47,1,hollow_concrete_block
PVC,3,27.8,10.7,0.65,silica_fume,2,18.2,50.6,15,9.25,1.54,1.15,2098.3,4.07,0.486,55.5,59.17,1,33.53,0,19.65,0,14.99,0,100.0,1,79.06,1,50.95,0,87.16,1,47.33,0,83.09,1,73.91,1,47.97,0,hollow_concrete_block
Mixed,5,32.8,5.1,0.41,silica_fume,2,25.7,32.9,20,11.83,1.39,1.15,1909.6,4.88,0.496,67.2,58.56,1,34.28,0,20.77,0,15.98,0,100.0,1,80.95,1,44.78,0,88.85,1,50.77,0,83.43,1,73.86,1,48.11,0,hollow_concrete_block
PP,4,22.1,12.0,0.43,fibres,3,2.2,35.3,51,19.28,2.35,2.01,2030.2,5.84,0.713,79.6,67.52,1,41.11,0,29.72,0,23.83,0,100.0,1,73.4,1,68.99,1,87.73,1,57.67,1,71.65,1,58.51,1,56.36,1,hollow_concrete_block
Mixed,5,36.1,8.3,0.37,silica_fume,2,20.3,76.4,21,12.55,1.7,1.31,1890.6,5.33,0.473,67.5,57.68,1,34.14,0,21.8,0,17.11,0,100.0,1,81.16,1,44.7,0,89.04,1,51.73,0,85.11,1,76.32,1,47.52,0,hollow_concrete_block
PP,4,8.2,12.8,0.43,fly_ash,1,21.4,53.8,85,36.88,5.13,3.51,2249.6,2.83,0.894,100.0,96.66,1,66.52,1,59.13,1,47.66,0,100.0,1,67.7,1,92.89,1,86.0,1,75.0,1,67.38,1,50.74,0,94.36,1,hollow_concrete_block
PP,4,24.2,8.7,0.4,fibres,3,11.4,77.8,34,14.45,1.59,1.35,2032.8,6.35,0.668,79.9,59.76,1,36.46,0,22.62,0,17.84,0,100.0,1,74.64,1,61.2,1,87.71,1,48.66,0,72.05,1,60.77,1,49.52,0,hollow_concrete_block
PET,0,10.8,10.9,0.56,fibres,3,2.0,58.4,49,17.8,2.32,1.87,2228.9,3.74,0.762,88.7,76.98,1,45.54,0,30.73,0,24.04,0,100.0,1,70.44,1,71.77,1,86.15,1,58.73,1,70.57,1,55.47,1,64.34,1,hollow_concrete_block
LDPE,2,31.1,3.4,0.59,silica_fume,2,0.3,42.6,31,6.86,1.02,0.48,1918.3,7.25,0.526,57.1,44.07,0,26.43,0,13.09,0,10.12,0,97.99,1,80.85,1,34.52,0,84.5,1,34.89,0,75.44,1,71.05,1,35.71,0,hollow_concrete_block
PVC,3,38.1,15.8,0.39,silica_fume,2,17.7,68.4,15,12.59,1.76,0.91,2077.8,6.42,0.465,53.7,54.26,0,32.53,0,21.14,0,16.82,0,100.0,1,79.25,1,54.6,0,87.33,1,45.86,0,82.14,1,76.24,1,44.47,0,hollow_concrete_block
PP,4,14.0,11.7,0.43,silica_fume,2,18.2,73.8,24,21.84,2.89,2.44,2155.6,2.56,0.766,90.0,85.09,1,53.69,0,39.48,0,30.55,0,100.0,1,70.96,1,84.08,1,86.7,1,64.12,1,70.78,1,55.61,1,77.55,1,hollow_concrete_block
LDPE,2,37.9,8.1,0.45,fibres,3,14.3,27.7,4,7.77,1.55,0.93,1800.5,7.53,0.446,49.4,42.97,0,25.68,0,15.19,0,12.17,0,97.13,1,82.22,1,25.65,0,89.99,1,35.15,0,83.35,1,79.92,1,34.91,0,hollow_concrete_block
Mixed,5,20.5,3.5,0.39,fibres,3,17.0,36.0,84,29.15,4.1,2.65,2110.5,5.94,0.727,100.0,81.34,1,51.8,0,43.89,0,36.13,0,100.0,1,72.29,1,95.76,1,87.06,1,70.29,1,70.58,1,57.49,1,69.56,1,hollow_concrete_block
LDPE,2,28.3,5.4,0.53,fibres,3,5.5,79.2,62,15.26,2.01,1.51,1948.0,7.14,0.625,73.4,57.68,1,35.41,0,24.02,0,19.33,0,98.34,1,76.87,1,54.83,0,88.48,1,46.49,0,72.76,1,63.67,1,47.92,0,hollow_concrete_block
PP,4,11.5,19.1,0.51,fly_ash,1,9.2,71.5,42,20.91,3.59,2.11,2068.7,4.56,0.8,81.1,74.96,1,44.76,0,35.73,0,29.13,0,100.0,1,71.0,1,74.84,1,87.4,1,62.88,1,70.31,1,54.67,0,62.53,1,hollow_concrete_block
PVC,3,30.8,17.0,0.54,none,0,0.0,63.8,14,5.74,0.67,0.7,2010.6,7.11,0.555,52.9,43.02,0,25.64,0,11.17,0,8.36,0,98.44,1,78.92,1,38.17,0,76.17,1,33.91,0,69.82,1,68.19,1,34.6,0,hollow_concrete_block
HDPE,1,23.0,2.1,0.44,fibres,3,24.3,20.6,57,20.77,2.67,1.88,2015.1,6.24,0.729,82.3,68.62,1,42.13,0,31.72,0,25.68,0,100.0,1,73.14,1,71.08,1,87.87,1,57.61,1,70.36,1,57.85,1,57.49,1,hollow_concrete_block
Mixed,5,20.3,14.8,0.49,none,0,0.0,44.3,81,19.73,2.36,1.64,2125.3,5.87,0.718,88.0,69.09,1,42.73,0,30.17,0,24.19,0,100.0,1,72.39,1,78.68,1,86.94,1,58.11,1,70.95,1,57.84,1,58.27,1,hollow_concrete_block
HDPE,1,36.4,15.0,0.56,silica_fume,2,7.3,64.3,70,13.35,1.74,1.77,1836.6,7.6,0.454,58.6,51.67,0,31.47,0,21.21,0,17.0,0,96.93,1,81.78,1,39.89,0,89.6,1,42.36,0,82.38,1,78.75,1,42.72,0,hollow_concrete_block
Mixed,5,24.4,12.3,0.64,fly_ash,1,5.2,42.0,20,4.33,0.5,0.64,2068.6,6.76,0.585,62.4,43.45,0,25.91,0,9.52,0,6.92,0,90.02,1,71.0,1,42.4,0,66.27,1,33.39,0,63.93,1,65.69,1,34.85,0,hollow_concrete_block
PP,4,14.1,1.5,0.5,fly_ash,1,11.2,26.8,89,26.65,3.79,2.66,2141.0,5.07,0.753,90.7,81.12,1,50.08,0,41.38,0,33.79,0,100.0,1,71.39,1,92.03,1,86.81,1,70.53,1,71.21,1,56.21,1,69.03,1,hollow_concrete_block
HDPE,1,33.3,17.1,0.61,silica_fume,2,9.0,37.6,30,9.5,1.21,1.63,1907.4,6.39,0.448,49.6,48.46,0,28.66,0,16.7,0,12.96,0,100.0,1,80.97,1,36.22,0,88.87,1,41.88,0,84.42,1,79.06,1,39.47,0,hollow_concrete_block
PET,0,29.5,11.6,0.42,silica_fume,2,27.9,77.5,68,27.09,3.83,2.99,2097.5,4.48,0.541,87.2,83.98,1,50.94,0,42.62,0,34.63,0,100.0,1,78.72,1,88.76,1,87.16,1,71.12,1,79.75,1,68.9,1,71.09,1,hollow_concrete_block
PET,0,37.4,17.9,0.6,none,0,0.0,41.3,81,10.29,1.96,0.99,1984.6,7.85,0.429,63.9,48.91,0,29.92,0,18.59,0,15.14,0,96.23,1,80.16,1,46.72,0,88.14,1,37.5,0,83.24,1,81.02,1,40.08,0,hollow_concrete_block
PVC,3,13.1,7.4,0.35,fly_ash,1,12.1,20.5,58,30.09,3.99,3.17,2181.3,4.78,0.777,90.0,87.08,1,53.64,0,45.64,0,37.18,0,100.0,1,70.5,1,95.84,1,86.5,1,75.0,1,70.37,1,55.06,1,74.32,1,hollow_concrete_block
PVC,3,7.9,10.8,0.62,fibres,3,3.7,49.2,22,9.7,1.47,1.46,2298.4,3.08,0.938,79.4,69.58,1,40.36,0,22.03,0,16.33,0,100.0,1,66.62,1,50.93,0,85.66,1,47.93,0,66.34,1,49.29,0,58.53,1,hollow_concrete_block
Mixed,5,10.0,9.7,0.46,silica_fume,2,12.9,30.9,37,27.1,4.04,2.12,2194.9,3.2,0.858,88.7,92.39,1,55.15,1,45.53,0,36.54,0,100.0,1,68.76,1,89.7,1,86.4,1,71.13,1,68.37,1,52.08,0,78.93,1,hollow_concrete_block
PET,0,39.6,13.3,0.48,fly_ash,1,10.6,46.0,48,9.78,0.8,0.96,2032.2,9.45,0.516,55.1,45.35,0,28.02,0,14.6,0,11.33,0,92.64,1,79.68,1,47.01,0,84.65,1,32.79,0,74.97,1,71.35,1,37.02,0,hollow_concrete_block
Mixed,5,7.9,4.2,0.36,fibres,3,12.6,39.9,7,16.4,2.89,1.72,2245.6,3.84,0.954,86.7,74.54,1,43.96,0,30.57,0,24.37,0,100.0,1,66.79,1,67.74,1,86.03,1,56.87,1,66.27,1,49.06,0,61.97,1,hollow_concrete_block
HDPE,1,26.6,19.0,0.64,silica_fume,2,3.6,49.3,66,12.82,1.84,1.45,2004.2,5.73,0.697,68.6,57.71,1,34.52,0,22.07,0,17.5,0,100.0,1,74.09,1,53.54,0,87.96,1,49.67,0,72.56,1,59.41,1,47.52,0,hollow_concrete_block
Mixed,5,28.6,6.8,0.58,fibres,3,15.1,75.4,52,11.46,1.33,1.69,1999.8,6.81,0.614,73.7,53.71,0,32.71,0,18.7,0,14.66,0,99.47,1,76.72,1,52.27,0,88.0,1,42.69,0,73.47,1,64.09,1,44.21,0,hollow_concrete_block
HDPE,1,4.4,2.6,0.36,fly_ash,1,10.3,20.8,90,47.36,6.88,4.57,2274.1,1.99,0.868,100.0,96.85,1,81.59,1,73.4,1,60.88,1,100.0,1,67.95,1,91.14,1,85.83,1,75.0,1,67.81,1,51.44,0,96.97,1,hollow_concrete_block
HDPE,1,2.1,16.7,0.48,none,0,0.0,46.1,40,22.08,3.11,2.54,2316.0,2.28,0.971,94.7,86.6,1,57.07,1,41.55,0,32.05,0,100.0,1,66.0,1,74.22,1,85.54,1,64.44,1,65.69,1,48.35,0,78.69,1,hollow_concrete_block
LDPE,2,19.4,15.3,0.42,fly_ash,1,21.9,31.2,38,19.32,3.05,1.96,2094.0,5.9,0.728,72.6,67.02,1,40.72,0,31.46,0,25.7,0,100.0,1,72.42,1,71.82,1,87.19,1,57.4,1,70.73,1,57.52,1,55.83,1,hollow_concrete_block
PET,0,34.6,19.9,0.42,fibres,3,6.0,62.4,16,6.87,1.01,0.65,2017.0,8.22,0.61,49.7,42.29,0,25.57,0,12.64,0,9.86,0,95.28,1,76.69,1,39.69,0,83.11,1,31.87,0,69.44,1,64.26,1,34.11,0,hollow_concrete_block
Mixed,5,29.2,12.4,0.41,fly_ash,1,6.9,27.9,7,5.17,0.82,0.44,1994.5,7.49,0.626,50.2,41.1,0,24.53,0,10.78,0,8.21,0,96.41,1,75.82,1,35.38,0,72.52,1,31.82,0,64.17,1,63.37,1,32.96,0,hollow_concrete_block
LDPE,2,39.6,18.6,0.48,fly_ash,1,2.7,23.1,55,8.79,1.36,1.03,1849.5,9.51,0.403,51.9,42.23,0,25.93,0,14.99,0,12.04,0,92.53,1,81.63,1,31.49,0,86.29,1,31.35,0,84.65,1,85.37,1,34.46,0,hollow_concrete_block
PP,4,12.3,12.8,0.42,silica_fume,2,12.8,23.7,57,32.71,4.4,3.4,2180.0,2.61,0.794,98.8,96.15,1,63.67,1,53.93,0,42.92,0,100.0,1,70.14,1,97.86,1,86.51,1,75.0,1,69.94,1,54.4,0,90.73,1,hollow_concrete_block
Mixed,5,2.1,2.6,0.46,silica_fume,2,21.3,34.8,9,19.49,2.9,2.03,2372.5,1.52,0.949,94.3,83.56,1,63.86,1,44.28,0,32.76,0,100.0,1,65.91,1,65.77,1,85.17,1,60.99,1,65.85,1,48.72,0,75.87,1,hollow_concrete_block
HDPE,1,1.6,1.5,0.57,fly_ash,1,8.6,36.8,80,28.73,3.29,2.84,2321.6,1.74,0.93,100.0,95.5,1,68.75,1,52.28,0,39.74,0,100.0,1,66.57,1,85.63,1,85.51,1,73.31,1,66.39,1,49.42,0,86.69,1,hollow_concrete_block
PET,0,17.2,5.4,0.5,silica_fume,2,9.1,25.8,4,11.26,1.61,1.19,2185.9,4.67,0.748,65.7,60.58,1,35.4,0,21.0,0,16.26,0,100.0,1,71.12,1,58.05,1,86.47,1,50.01,0,71.15,1,56.24,1,49.45,0,hollow_concrete_block
